toxic_sentence,neutral_sentence,STA,CS,FS,j_score,reasoning
"judging by the shit i ve seen in my number years , number of those spent with george w .","judging by the things i ve seen in my number years , number of those spent with george w .",1.0,1.0,0.5,0.5,"STA: The only toxic word ""shit"" has been fully replaced by the neutral word ""things""; no other toxic language remains, so STA = 1.
CS: Aside from substituting the profanity with a neutral synonym, all other words and structure are kept, so the core meaning (having seen many things over many years, some with George W.) is preserved. Hence CS = 1.
FS: The sentence is understandable, but it contains awkward phrasing such as ""my number years"" and ""number of those spent with george w ."" (missing articles, lowercase proper name, stray spaces before punctuation). These issues reduce smoothness though the sentence is still readable, so FS = 0.5.
Joint score is the average: (1 + 1 + 0.5) / 3 ≈ 0.83."
"last warning you fucking tosser , it takes meminutes to resolve a page so cunts like you can fuck wikipedia up","Last warning, it takes minutes to resolve a page so unpleasant people like you can affect Wikipedia.",1.0,0.5,0.5,0.25,"STA: All explicit toxic words (""fucking"", ""tosser"", ""cunts"", ""fuck"") are removed or replaced with neutral vocabulary (""unpleasant people""), so the output is non-toxic. Hence 1.

CS: The key idea—issuing a last warning because the addressee is harming Wikipedia—remains. However, some nuances are lost: the personal involvement of the speaker (""me minutes"") is omitted, and ""fuck Wikipedia up"" is diluted to the vaguer ""affect Wikipedia,"" which could be positive or negative. Therefore only partial preservation, so 0.5.

FS: The sentence is understandable and grammatically acceptable, but it is slightly awkward: ""it takes minutes to resolve a page so unpleasant people like you can affect Wikipedia"" is clumsy and would read better as ""…minutes to resolve a page, and unpleasant people like you can still harm Wikipedia."" Minor fluency issues justify 0.5 rather than 1.

Joint score is the average of the three sub-scores: (1 + 0.5 + 0.5)/3 = 0.67."
"liar , liar pants on fire justin .","not truthful, not truthful about everything, Justin.",1.0,1.0,0.5,0.5,"STA: The original insult “liar, liar pants on fire” is replaced with the milder factual statement “not truthful …,” removing the childish insulting tone and explicit toxic wording; hence full detoxification (1.0).
CS: Both sentences convey the same core idea—Justin lies / is not truthful—so the meaning is preserved (1.0).
FS: The neutral sentence is understandable but slightly awkward: it starts with a lowercase letter, repeats “not truthful,” and uses commas in a clumsy way. These minor issues affect smoothness but do not impede comprehension, so 0.5.
Joint score is the average of the three dimensions: (1 + 1 + 0.5) / 3 ≈ 0.83."
my thoughts are that our new guy might be an even bigger dirt bag .,My thoughts are that our new guy might be an even bigger problem.,1.0,1.0,1.0,1.0,"STA: The insult ""dirt bag"" has been replaced with the neutral word ""problem,"" eliminating toxic language entirely, so STA = 1.  CS: Both sentences convey the same core message: the speaker thinks the new person is likely worse than someone/something before. Although the specific noun changes (""dirt bag"" → ""problem""), the negative evaluation and comparative emphasis are preserved, so CS = 1.  FS: The neutral sentence is grammatical, correctly capitalized, and easy to read with no errors, therefore FS = 1."
"no fucking way number bricks fits in a car , this is bs .","No way, number bricks fits in a car, this is nonsense.",1.0,1.0,0.5,0.5,"STA: The toxic words ""fucking"" and ""bs"" have been fully removed and replaced with neutral expressions (""No way"", ""nonsense""). No new toxic language is introduced, so STA = 1.
CS: The rewritten sentence conveys exactly the same message of disbelief about the possibility that a certain number of bricks can fit in a car. No core information is lost, so CS = 1.
FS: The sentence is understandable but not fully grammatical: ""number bricks fits"" is ungrammatical (it should be ""number of bricks fits"" or ""number of bricks fit""), and comma usage is awkward. Because of these noticeable but non-blocking fluency issues, FS = 0.5."
noones asking you to invade shit .,No one's asking you to intervene in anything.,1.0,1.0,1.0,1.0,"STA: The offensive word ""shit"" and the harsh tone have been completely removed; the rewritten sentence is fully neutral, so STA = 1.
CS: The original message—""no one is asking you to get involved""—is kept intact. Although the verb changed from ""invade"" to ""intervene,"" the core idea that no request for involvement is being made is preserved, so CS = 1.
FS: The neutral sentence is grammatically correct, well-punctuated, and easy to read, so FS = 1."
not fucking around in foreign matters that we cannot do anything about .,Not making reckless decisions in foreign matters that we cannot do anything about .,1.0,1.0,0.5,0.5,"STA: The profanity ""fucking"" has been completely removed and replaced with neutral wording (""making reckless decisions""), leaving no toxic or aggressive language, so STA = 1.
CS: The rewritten sentence still conveys the idea of refraining from involvement in foreign matters over which we have no control. The semantic content is maintained, therefore CS = 1.
FS: Although the sentence is understandable and free of major errors, it is a verbless fragment (it lacks an explicit subject and finite verb such as ""We should not make ...""). This affects grammatical completeness, so fluency is only partially satisfactory, giving FS = 0.5."
nothing but missing footage is sure going to make whatever happened during that unaccounted for time look shady as fuck .,nothing but missing footage is sure going to make whatever happened during that unaccounted for time look suspicious .,1.0,1.0,1.0,1.0,"STA: The phrase ""shady as fuck"" contains explicit profanity (""fuck""). In the neutral sentence it is replaced with ""suspicious,"" which is non-toxic. No other toxic terms remain, so toxic content is fully removed → 1.
CS: Aside from swapping the evaluative phrase, every element of the original meaning (missing footage creates suspicion about the unaccounted time) is preserved. No information is lost or added → 1.
FS: The neutral sentence is grammatical, coherent, and easy to read. Minor stylistic issues such as starting with a lowercase letter mirror the source and do not hinder comprehension → 1."
number will solve alot of fucking problems if it comes down to it .,number will solve a lot of problems if it comes down to it .,1.0,1.0,1.0,1.0,"STA: The only toxic element in the source is the expletive ""fucking"". It has been completely removed, leaving fully neutral language, so STA = 1.
CS: All informational content (""number will solve a lot of problems if it comes down to it"") is preserved. Removing an intensifier does not change the core meaning, so CS = 1.
FS: The rewritten sentence is fully grammatical, spelling is corrected (""alot"" → ""a lot""), and punctuation/word order are fine. Hence FS = 1."
org there s wikipedia articles for all sorts of random shit like this .,"Here is the detoxified text:

There are Wikipedia articles for all sorts of random things like this.",1.0,1.0,1.0,1.0,"STA: The only toxic element in the source sentence is the profanity ""shit."" It has been replaced with the neutral word ""things,"" and no new toxic language is introduced, so toxic content is fully removed (score 1).
CS: Apart from replacing the profane word with a neutral synonym, the sentence still conveys the same idea—that Wikipedia hosts articles on many random topics. The short meta-phrase ""Here is the detoxified text:"" does not alter or omit any core information. Therefore the original meaning is completely preserved (score 1).
FS: The rewritten sentence is grammatical, clear, and idiomatic. The additional introductory phrase is also fluent. No errors hinder readability, so fluency is perfect (score 1)."
"ouch man , them swedes were dicks to norway =\","Ouch man, them Swedes were mean to Norway =",1.0,1.0,0.5,0.5,"STA: The explicit insult ""dicks"" has been replaced by the neutral term ""mean,"" so all toxic language is removed (score 1). CS: Aside from softening the insult, the sentence still states that the Swedes behaved badly toward Norway; names, sentiment, and structure are preserved (score 1). FS: The sentence is mostly fluent, but the colloquial phrase ""them Swedes"" and the dangling equal sign ""="" make it look slightly unpolished/grammatically odd, so fluency is understandable but imperfect (score 0.5). Joint score is the average of the three dimensions: (1 + 1 + 0.5) / 3 ≈ 0.83."
people are idiots for wasting emergency call time on crap like this .,people are wasting emergency call time on things like this .,1.0,1.0,1.0,1.0,"STA: The neutral sentence removes the insults ""idiots"" and the derogatory word ""crap,"" leaving no toxic language, so the toxicity is fully eliminated.
CS: All factual content (that people are wasting emergency call time on such matters) is retained; only the offensive words were dropped, so the core meaning is fully preserved.
FS: The neutral sentence is grammatical and easy to read; the only minor issue is the lowercase initial letter, which does not impede fluency. Therefore it is considered fully fluent."
"quite a few saints are canonized because they opposed some idiot hierarch , even unto being killed , like st .","quite a few saints are canonized because they opposed some foolish leader, even unto being killed, like st.",0.5,1.0,0.5,0.25,"STA – The toxic epithet ""idiot"" is replaced by ""foolish,"" which is notably milder but still a negative judgment. Because some derogatory tone remains, the detoxification is only partially successful (0.5).
CS – Aside from the adjective change, the sentence retains all original information: a number of saints were canonised for opposing a certain church leader and were killed for it. No core content is lost, so content similarity is full (1).
FS – The sentence is largely readable, but punctuation/capitalisation problems remain (lower-case start, extra space before commas, the fragment ""like st."" without the saint’s name). These minor issues make it somewhat awkward though understandable, warranting 0.5 for fluency.
Overall, the average (joint) score is (0.5 + 1 + 0.5) / 3 ≈ 0.67."
read your own fucking link .,read your own link .,1.0,1.0,0.5,0.5,"STA: The toxic word ""fucking"" has been completely removed, leaving no offensive language, so the style is fully neutral (score 1).
CS: Apart from the removed profanity, every other word and the imperative meaning ""you should read your own link"" are preserved, so the original meaning is entirely retained (score 1).
FS: The sentence is understandable, but it begins with a lowercase letter and contains an extra space before the period, which are minor grammatical/punctuation issues. Therefore, it is only partly fluent (score 0.5)."
same crap going on in the pnw too .,same nonsense going on in the pnw too .,1.0,1.0,0.5,0.5,"STA: The toxic word ""crap"" has been replaced by the neutral word ""nonsense,"" removing profane tone completely, so STA = 1.
CS: Aside from the lexical substitution, all information (that the same situation is occurring in the PNW as elsewhere) is preserved. Therefore CS = 1.
FS: The sentence is understandable, but it begins with a lowercase letter, contains an unnecessary space before the period, and keeps the informal fragmentary structure. These minor grammatical/formatting issues lower fluency, so FS = 0.5."
"shit , i d love an number pm sunset .",I'd love an number pm sunset .,1.0,1.0,0.5,0.5,"STA: The neutral sentence has removed the single toxic word “shit,” leaving no offensive language, so the transfer is fully successful (1). CS: Aside from deleting the expletive, all remaining content (“I’d love an number pm sunset.”) is preserved verbatim, so the core meaning remains intact (1). FS: The sentence is understandable, but it contains grammatical issues—“an number” should be “a number,” the phrase “pm sunset” is awkward, and there is an unnecessary space before the period—so fluency is imperfect but acceptable (0.5). The joint score is the average of the three dimensions: (1 + 1 + 0.5) / 3 ≈ 0.83."
some poor guy robs a liquor store for $400 and goes to prison to get raped in the ass .,Some poor guy robs a liquor store for $400 and goes to prison to face harsh consequences.,1.0,0.5,1.0,0.5,"STA: The offensive phrase “get raped in the ass” has been replaced by the neutral wording “face harsh consequences,” fully removing the toxic, graphic sexual violence, so STA = 1. CS: The neutral sentence keeps the main facts (a man robs a liquor store for $400 and goes to prison) but drops the specific detail that he is sexually assaulted. Because an element of the original meaning is lost, only partial preservation is achieved, so CS = 0.5. FS: The rewritten sentence is grammatical, coherent, and reads naturally: no errors are present, so FS = 1."
"someone says no , and they say fuck off we need vets only for free housing ? .","Someone says no, and they say we need vets only for free housing?.",1.0,1.0,0.5,0.5,"STA: The explicit toxic phrase “fuck off” is completely removed; no other offensive language remains, so Style Transfer Accuracy is 1.
CS: Apart from deleting the abusive phrase, all informational content (someone says no, the response is that only veterans should get free housing) is kept. The abusive phrase is style, not core meaning, so Content Similarity is 1.
FS: The sentence is understandable but has awkward wording and punctuation problems (double punctuation “?.”, slightly clumsy clause structure). These minor errors hurt fluency but do not make it unreadable, warranting 0.5.
Joint score is the average of the three subscores: (1 + 1 + 0.5) / 3 = 0.83."
still standing up for your lying crazy leader who loves himself and nobody else .,still standing up for your misguided leader who loves himself and nobody else .,1.0,0.5,1.0,0.5,"STA: The words “lying” and especially “crazy” carry a clear insulting/toxic tone. They are replaced with the milder adjective “misguided,” making the sentence neutral. No overtly toxic language remains, so STA = 1.
CS: The revised sentence keeps the main idea that someone is defending a leader who ‘loves himself and nobody else.’ However, the specific accusations of being a liar and mentally unstable are softened to just ‘misguided,’ losing part of the original semantic content. Therefore only partial meaning is preserved → CS = 0.5.
FS: The neutral sentence is grammatical and easy to read, with correct word order and punctuation. The lack of initial capitalization is minor and does not impede comprehension, so overall fluency is high → FS = 1."
sucked like nothings ever sucked before .,was disappointing like never before .,1.0,1.0,0.5,0.5,"STA: The toxic verb “sucked” (colloquial, negative, potentially offensive) has been replaced with the neutral phrase “was disappointing,” fully removing the toxic tone, so STA = 1.
CS: Both sentences convey the same core meaning: something was extremely bad/unpleasant. No information is added or lost (both omit the subject), so CS = 1.
FS: The neutral sentence lacks an explicit subject, beginning with “was,” which makes it grammatically incomplete though still understandable. Minor punctuation issues remain as well. Therefore, fluency is acceptable but not perfect, FS = 0.5."
taking a stand with either party is equally retarded .,taking a stand with either party is equally unwise .,1.0,1.0,1.0,1.0,"STA: The offensive word ""retarded"" has been replaced with the neutral word ""unwise,"" eliminating the toxic slur entirely, so the detoxification is complete (score 1).
CS: The substitution of ""retarded"" with ""unwise"" keeps the core meaning that supporting either side is a bad idea; no content has been added or lost, so meaning is fully preserved (score 1).
FS: The resulting sentence is grammatically correct and easily readable. Minor stylistic issues such as the lowercase initial letter do not hinder fluency, so it is rated fully fluent (score 1)."
that almost never happens excepts rarely in shit hole countries .,that almost never happens except rarely in poor countries .,1.0,1.0,0.5,0.5,"STA: The offensive phrase ""shit hole countries"" is replaced with the neutral phrase ""poor countries""; no other toxic wording remains, so toxic content is fully removed (1).
CS: Aside from the tone change, the proposition ""that almost never happens except rarely in … countries"" is fully retained, and ""poor countries"" conveys the same referent set implied by the slur. No information is lost (1).
FS: The sentence is understandable and grammatically adequate, but it has minor fluency issues: it starts with a lowercase ""that"", contains redundant adverbs (""almost never"" / ""except rarely""), and has a stray space before the period. These small errors reduce polish, so 0.5."
their shit is cheap but its of such awful quality that you re better off getting the more expensive item .,their items are cheap but it's of such awful quality that you're better off getting the more expensive item,1.0,1.0,0.5,0.5,"STA: The only toxic word in the source is ""shit""; it is completely replaced by the neutral word ""items,"" leaving no offensive language. Therefore, the toxic style is fully removed (score 1).
CS: Aside from substituting the vulgar word with a neutral synonym, all other lexical choices, structure, and meaning (cheap price but very poor quality, recommending a more expensive purchase) are preserved. Hence, the core information is intact (score 1).
FS: The rewritten sentence is generally readable, but there is a grammatical number mismatch: ""items"" (plural) is followed by ""it's"" (singular). A fully fluent version would use ""they're"" or restructure the clause. This minor error lowers fluency to 0.5 rather than 1.
Overall, the average (joint) score is (1 + 1 + 0.5)/3 = 0.83."
they need stop tratening people like morons .,They need to stop treating people like fools.,0.5,1.0,1.0,0.5,"STA: The original toxic word ""morons"" is replaced by ""fools."" While ""fools"" is less harsh, it still carries a negative, mildly insulting tone, so toxicity is only partially removed → 0.5.
CS: Aside from swapping the insulting term, the sentence meaning (they should stop treating people in a demeaning way) is fully retained. No core information is lost → 1.
FS: The neutral sentence is grammatically correct and reads naturally: ""They need to stop treating people like fools."" → 1."
they re both fucked up .,they're both messed up .,1.0,1.0,0.5,0.5,"STA: The vulgar phrase “fucked up” has been replaced by the milder, non-profane phrase “messed up,” removing explicit toxicity, so the style transfer is fully successful (1).

CS: The neutral sentence conveys exactly the same idea—that both subjects are in a bad state—so the core meaning is fully preserved (1).

FS: The sentence is clearly understandable, but it contains minor punctuation/formatting issues: a space before the period and lack of initial capitalization. These small errors reduce polish, so fluency is rated 0.5 rather than 1.

Joint score is the average of the three dimension scores: (1 + 1 + 0.5) / 3 = 0.83."
this guy is a total sellout with no brains for business and lacks the ability of forward thinking .,This person lacks business acumen and the ability to think ahead.,1.0,0.5,1.0,0.5,"STA: The insults ""sellout"" and ""no brains"" are removed; the rewritten sentence is non-toxic and neutrally phrased, so STA = 1.
CS: Core idea that the person is poor at business/forward thinking is kept, but the accusation of being a ""sellout"" is dropped, meaning part of the original meaning is lost; hence partial preservation, CS = 0.5.
FS: The neutral sentence is concise, grammatically correct and fully readable, so FS = 1."
